time,cylinder_pressure,brake_power,air_fuel_ratio,boost_pressure,exhaust_temp,rpm,injection_timing,vibration
0.939,54.6852,44.0776,14.9002,2.2112,531.9749,2207.502,11.649,-0.6368
0.94,60.0196,44.1195,15.0349,2.1703,531.6464,2201.4571,11.9076,-0.2218
0.941,66.251,44.3472,14.9813,2.0596,530.1032,2189.6642,12.3731,0.1653
0.942,71.4653,44.3496,14.9925,1.9503,529.3483,2182.5536,12.5071,0.2403
0.943,72.68,44.5262,14.9717,1.8451,529.3921,2177.9525,12.7981,0.5749
0.944,73.2057,45.1081,14.9027,1.7505,527.9671,2172.8912,13.011,0.9347
0.945,68.9698,45.6126,14.9148,1.716,527.1546,2165.5709,12.984,0.6829
0.946,66.8171,45.6495,14.8672,1.7058,525.4044,2160.9158,12.9279,0.3532
0.947,63.3209,45.7115,14.7029,1.7463,525.3605,2156.8116,12.7762,0.2906
0.948,61.5639,46.3388,14.6443,1.8109,522.2374,2151.9301,12.5528,0.1297
0.949,60.4109,46.913,14.5793,1.8753,522.7062,2153.1922,12.3266,-0.1499
0.95,59.8384,46.8847,14.514,1.9911,518.7777,2149.3025,11.9676,-0.0043
0.951,60.6386,47.3409,14.4276,2.1175,520.6232,2148.7216,11.6985,0.185
0.952,59.7735,47.5046,14.3499,2.2373,517.451,2152.0598,11.433,-0.0795
0.953,56.3225,48.0467,14.198,2.2486,516.8432,2152.6295,11.2324,-0.1672
0.954,53.431,48.3801,14.1646,2.3371,515.1583,2158.2636,11.0328,-0.1847
0.955,50.1662,48.4672,14.0307,2.2982,512.8302,2168.3966,11.0527,-0.6298
0.956,48.0604,49.3881,14.0592,2.2009,512.6413,2164.9859,11.082,-0.9965
0.957,46.8642,49.175,14.0171,2.1346,510.4953,2184.0472,11.1632,-0.4785
0.958,48.8257,49.8943,13.938,2.0239,512.6635,2185.199,11.4721,-0.1992
0.959,52.7305,49.7181,14.0342,1.9011,508.925,2192.9551,11.6427,-0.1511
0.96,60.0738,49.9991,13.9958,1.8107,509.0557,2201.0289,12.0422,0.3458
0.961,66.8019,49.9184,14.089,1.747,506.2499,2204.6411,12.3246,0.5941
0.962,70.2201,50.0649,14.0911,1.7095,506.8216,2216.1459,12.5433,0.2546
0.963,73.2282,50.0745,14.1666,1.6977,505.1012,2227.0192,12.8476,0.2185
0.964,72.1598,49.9319,14.3108,1.7622,504.1866,2230.1936,12.921,0.3814
0.965,69.5229,50.0294,14.3588,1.8282,501.2632,2231.1195,12.9643,0.2047
0.966,66.2258,50.0839,14.3815,1.9297,503.9689,2241.571,12.8287,0.1941
0.967,63.2306,49.4778,14.5362,2.0254,501.7735,2245.9992,12.8761,0.5586
0.968,60.9602,49.2357,14.5715,2.1765,501.8295,2245.9877,12.5273,0.7031
0.969,60.8825,49.2545,14.5639,2.2235,501.165,2252.7881,12.3047,0.2963
0.97,59.6164,48.4392,14.7524,2.2757,499.5774,2250.428,12.0169,0.1707
0.971,60.6906,48.5369,14.8251,2.3278,499.6981,2251.6386,11.7487,0.0259
0.972,58.8794,48.0715,14.9437,2.2817,500.0108,2246.4896,11.3996,-0.6887
0.973,56.6623,47.6656,14.8277,2.1746,500.0001,2243.7281,11.2298,-0.8405
0.974,53.0928,46.9693,15.0324,2.1109,500.4878,2242.5349,11.0602,-0.4932
0.975,51.3905,47.1226,14.9189,1.996,499.1904,2235.2624,11.1216,-0.4828
0.976,48.0911,46.6327,14.9165,1.9057,499.1654,2229.8432,11.1306,-0.4293
0.977,47.3887,46.1004,14.961,1.8142,501.3904,2221.313,11.1759,0.0349
0.978,48.2146,45.9042,14.8351,1.7226,500.7842,2212.629,11.4699,0.023
0.979,53.7852,45.7928,14.8602,1.7027,499.5489,2211.3039,11.7162,-0.2519
0.98,60.422,45.3683,14.8172,1.7186,500.0983,2201.4202,11.8991,-0.1735
0.981,65.9385,44.9275,14.6253,1.7732,500.5776,2190.8227,12.3482,0.0741
0.982,71.1037,44.6295,14.6372,1.8593,500.3074,2187.0506,12.624,-0.1035
0.983,72.4743,44.6336,14.5693,1.986,500.5208,2176.1931,12.7784,0.2102
0.984,73.0064,44.2927,14.3478,2.086,503.7573,2169.8178,12.9432,0.8533
0.985,70.5007,44.171,14.313,2.2357,502.6408,2165.1525,13.0575,0.7965
0.986,66.2295,44.1016,14.2182,2.2605,503.8291,2160.2195,12.8873,0.5506
0.987,62.7877,44.1266,14.195,2.2826,504.5356,2154.5928,12.8133,0.5833
0.988,62.0747,44.6291,14.1631,2.3012,505.4671,2154.1453,12.5828,0.2546
0.989,59.6609,43.7259,14.1272,2.2695,508.6187,2149.6022,12.3292,-0.2549
0.99,60.6285,44.3687,14.0327,2.1893,508.9432,2149.0235,12.033,-0.2364
0.991,59.8425,44.0397,14.0261,2.1016,508.6348,2152.2148,11.8557,-0.1257
0.992,59.3121,44.707,14.01,1.9413,512.1237,2151.5605,11.4495,-0.331
0.993,56.6815,44.6354,13.9888,1.8333,511.3189,2151.4468,11.1138,-0.3172
0.994,53.479,44.583,14.0998,1.7632,513.1225,2158.6458,11.0274,-0.0016
0.995,49.4646,45.4776,14.0851,1.7241,512.8623,2163.1103,11.0797,-0.3472
0.996,48.2307,45.4925,14.169,1.7147,514.3943,2168.4256,11.0251,-0.6933
0.997,46.9059,45.9566,14.2932,1.7136,514.585,2176.0595,11.1688,-0.5478
0.998,48.7389,46.4797,14.3131,1.79,516.9729,2183.5669,11.3289,-0.4171
0.999,54.0688,46.905,14.4037,1.8914,518.8156,2194.7364,11.7414,-0.5819
1.0,60.5956,47.2346,14.5309,1.9815,521.0123,2203.9212,11.9868,-0.1007
1.001,66.4926,47.3321,14.5885,2.1182,520.6034,2206.9222,12.3704,0.5614
1.002,70.7679,47.4029,14.684,2.2026,521.5949,2213.3218,12.5812,0.41
1.003,72.133,47.948,14.7713,2.258,523.8771,2224.6324,12.8713,0.4784
1.004,71.8603,48.4261,14.8147,2.2886,524.0566,2232.6856,13.0278,0.6897
1.005,69.9341,48.7758,14.9432,2.3287,527.3112,2235.0176,12.9548,0.3272
1.006,67.2169,49.0955,14.8357,2.2209,527.9915,2239.6043,12.9353,0.0181
1.007,63.0894,49.5564,15.1083,2.1534,527.1617,2246.2074,12.8646,0.2556
1.008,61.1243,49.5903,15.078,2.0424,526.0945,2244.5678,12.5408,0.3034
1.009,60.8576,49.5371,14.9334,1.9223,530.4774,2250.0153,12.2999,0.1288
1.01,60.82,49.9242,15.0408,1.8057,532.1376,2252.2692,12.013,0.2654
1.011,59.8226,49.7662,14.97,1.755,531.1055,2247.2317,11.6878,0.34
1.012,58.3499,50.082,14.8044,1.6919,533.8489,2247.6634,11.4717,-0.4392
1.013,56.4609,50.1252,14.7777,1.7242,534.8799,2244.6805,11.2148,-0.6513
1.014,53.4045,50.3299,14.7566,1.741,533.7772,2245.5358,11.0037,-0.5558
1.015,50.5234,49.8295,14.5969,1.8431,535.7197,2233.9862,11.0474,-0.7191
1.016,47.4613,49.5494,14.5295,1.9277,536.8786,2228.4142,11.0068,-0.792
1.017,47.5848,49.8207,14.4501,2.0443,538.4457,2225.5734,11.178,-0.2154
1.018,50.4972,49.3382,14.3558,2.1501,536.9647,2215.0114,11.448,0.0786
1.019,53.376,48.9402,14.2729,2.2199,541.2568,2205.0915,11.707,-0.0502
1.02,60.9649,48.8367,14.1694,2.2784,539.6486,2196.3041,11.9728,0.2286
1.021,67.4661,48.1436,14.1724,2.3077,540.3914,2192.1577,12.3451,0.3204
1.022,71.0418,48.2944,14.0561,2.2972,538.3181,2186.1102,12.5613,-0.1794
1.023,72.5527,47.7461,14.0175,2.2327,540.9515,2175.8669,12.7902,-0.081
1.024,71.4059,47.4532,14.0502,2.1168,540.347,2171.4451,13.0213,0.3844
1.025,69.7596,46.9674,14.0509,1.9971,540.3366,2162.8062,12.9877,0.5069
1.026,66.2802,46.6591,13.9804,1.8633,539.6981,2160.4332,13.0436,0.494
1.027,63.5885,46.1206,13.9542,1.777,540.2373,2159.2516,12.8577,0.8019
1.028,61.0289,45.9479,14.089,1.7509,541.2211,2149.5605,12.6088,0.6971
1.029,60.3204,45.2614,14.1962,1.6789,536.8398,2148.7681,12.3848,0.072
1.03,60.5165,45.2866,14.2455,1.7406,539.7986,2150.6634,11.9464,-0.106
1.031,60.6207,45.489,14.1952,1.798,538.8081,2151.3515,11.6564,-0.2522
1.032,59.5483,44.5808,14.2842,1.867,538.9111,2152.5246,11.409,-0.5994
1.033,56.2844,44.42,14.4557,2.0014,537.7957,2151.4621,11.1482,-0.5971
1.034,53.6756,44.332,14.6202,2.0524,537.5461,2160.7081,10.9774,-0.086
1.035,49.9029,43.8951,14.5977,2.1447,535.1244,2164.0659,11.0493,-0.1165
1.036,48.3359,43.8027,14.7268,2.2485,536.0449,2171.226,11.0913,-0.3771
1.037,47.4681,44.2556,14.7948,2.3024,535.6918,2177.3299,11.1504,-0.0452
1.038,49.9359,43.9194,14.8526,2.2995,532.2951,2185.2827,11.4068,-0.2782
1.039,53.9554,44.0306,14.8969,2.2351,533.1878,2192.944,11.7065,-0.6611
1.04,59.0309,43.9545,15.0501,2.1546,531.6586,2200.399,11.995,-0.3141
1.041,65.842,44.2281,14.9587,2.0404,531.7397,2210.0845,12.3897,0.2316
1.042,70.589,44.6228,15.0189,1.9551,530.1486,2218.4514,12.6022,0.1806
1.043,72.952,44.834,14.936,1.8537,529.5945,2222.0157,12.8731,0.5676
1.044,72.6308,44.9196,14.9074,1.7767,525.2921,2224.9324,13.0639,0.898
1.045,70.0375,45.1654,14.8272,1.6994,525.1113,2237.8399,12.969,0.6493
1.046,67.4241,45.2346,14.878,1.694,525.9493,2245.566,12.9202,0.181
1.047,63.4764,45.7917,14.7396,1.7026,524.0081,2248.3197,12.8368,0.2226
1.048,61.6664,46.2895,14.6682,1.7934,522.2054,2246.9672,12.5549,0.0672
1.049,60.9485,46.5681,14.5939,1.8597,522.288,2245.9201,12.2904,-0.1823
1.05,60.985,47.0553,14.4853,2.0048,520.69,2246.8796,11.9246,0.0133
1.051,61.0256,47.4665,14.3581,2.13,517.6878,2250.5985,11.6503,0.2636
1.052,59.4188,47.7745,14.2687,2.2249,516.1773,2245.3045,11.3793,-0.0642
1.053,57.5613,48.2174,14.1539,2.2936,516.5212,2244.7979,11.2213,-0.2712
1.054,53.6953,48.3498,14.1232,2.3139,513.2475,2241.0208,10.9911,-0.2704
1.055,49.3899,48.7826,14.2133,2.2836,513.7299,2236.5742,10.9406,-0.6049
1.056,47.4998,49.1285,14.0508,2.2396,513.1981,2226.4242,11.0429,-0.9257
1.057,46.1079,49.1289,14.0552,2.1502,512.5701,2224.5326,11.1517,-0.5364
1.058,48.7177,49.2521,13.9523,2.0393,510.5616,2212.7787,11.4238,-0.1734
1.059,54.1716,49.6298,14.0197,1.9319,510.7833,2210.1397,11.7314,-0.2079
1.06,60.4341,49.9366,14.0456,1.8426,509.175,2200.8004,11.9394,0.224
1.061,66.2834,49.8279,14.0061,1.7628,508.7509,2193.9618,12.4182,0.5712
1.062,70.5006,49.8974,14.179,1.6949,505.6547,2186.9717,12.5327,0.3241
1.063,73.4116,50.0678,14.1919,1.6921,506.9497,2174.939,12.6459,0.1235
1.064,71.4204,50.1099,14.2888,1.7572,503.383,2168.3403,12.9406,0.3139
1.065,69.4979,50.0069,14.3213,1.837,504.717,2162.2971,12.9518,0.2261
1.066,66.6174,49.5973,14.4326,1.9313,503.3674,2159.4941,12.9352,0.0971
1.067,63.2525,49.9999,14.4902,2.048,502.589,2153.5889,12.7509,0.533
1.068,60.6523,49.5528,14.567,2.1651,501.3233,2155.9264,12.5693,0.6985
1.069,60.0548,49.1064,14.7434,2.1939,499.9768,2154.1852,12.2592,0.3013
1.07,59.9939,49.0305,14.6379,2.2837,499.1316,2153.3065,12.0163,0.2858
1.071,59.9594,48.7241,14.9559,2.2896,499.8027,2149.3104,11.6724,0.1274
1.072,59.3214,48.0743,14.9823,2.2665,501.6321,2152.4916,11.4196,-0.7051
1.073,56.1888,47.7412,15.0541,2.2172,498.9186,2153.819,11.1559,-0.8327
1.074,52.7972,47.3292,15.0802,2.0575,500.6293,2158.4556,11.0234,-0.5109
1.075,50.2194,47.1472,14.9644,1.9977,499.1525,2166.7578,11.0026,-0.5764
1.076,47.8098,45.9673,14.9895,1.8563,499.4739,2169.4087,11.0521,-0.4609
1.077,47.5227,46.5323,14.9088,1.7891,501.8211,2179.2587,11.2313,0.0842
1.078,47.8621,46.0959,14.9577,1.7123,501.0965,2183.7692,11.4293,0.02
1.079,53.9962,45.1127,14.919,1.7019,499.7389,2191.8677,11.6311,-0.3421
1.08,59.0129,45.2754,14.7575,1.6914,499.6168,2201.3729,12.0084,-0.2295
1.081,65.5127,44.955,14.6949,1.771,500.9199,2206.2603,12.2574,0.05
1.082,70.2339,44.3769,14.6392,1.85,501.676,2213.7031,12.4855,-0.0013
1.083,73.2617,44.6843,14.579,1.9576,502.139,2223.5773,12.8248,0.189
1.084,72.9524,44.3051,14.3516,2.0755,502.6718,2231.4677,12.9958,0.7923
1.085,68.8459,44.3412,14.2696,2.1489,504.0717,2236.2287,13.0128,0.7844
1.086,66.1251,43.6413,14.2521,2.2731,502.9163,2243.2923,12.8708,0.5035
1.087,62.939,43.8485,14.0691,2.2897,505.3374,2243.065,12.7687,0.6178
1.088,61.1068,44.0463,14.12,2.2874,506.9396,2246.9755,12.5563,0.3245
1.089,59.561,44.2685,14.0856,2.2653,507.7386,2250.7167,12.2159,-0.2297
1.09,59.7289,44.2255,14.0794,2.1757,509.5902,2249.2211,11.9332,-0.2041
1.091,60.0564,44.3223,14.0236,2.0525,509.3763,2249.3165,11.708,-0.0858
1.092,58.8283,44.5891,14.0467,1.9663,510.4205,2246.1707,11.4245,-0.384
1.093,55.9151,44.7405,13.9868,1.8558,511.9885,2247.2081,11.1229,-0.2974
1.094,53.3952,44.8407,14.015,1.7611,512.2621,2241.8475,10.9123,-0.0961
1.095,49.5535,45.1054,14.1736,1.7232,514.9918,2236.2235,11.0042,-0.1979
1.096,47.6517,45.6707,14.2308,1.6983,513.4125,2230.0661,11.0621,-0.7307
1.097,47.0452,45.833,14.2851,1.7132,517.2386,2222.7049,11.1729,-0.597
1.098,50.1677,45.997,14.2232,1.8351,517.5674,2218.53,11.5065,-0.5018
1.099,54.5455,46.2314,14.4783,1.8875,518.4621,2207.7854,11.7289,-0.5099
1.1,59.6147,46.6668,14.4753,1.9801,520.723,2201.0601,11.937,0.0194
1.101,65.8778,47.6705,14.5793,2.1335,521.5379,2191.8185,12.2606,0.5817
1.102,71.1191,47.7771,14.5572,2.1868,524.1785,2183.0736,12.5974,0.4575
1.103,72.6134,48.0818,14.722,2.2961,524.9864,2177.3508,12.7062,0.4675
1.104,71.8514,48.4277,14.8161,2.2752,522.9447,2170.7443,12.8827,0.704
1.105,70.0957,48.7818,14.9584,2.2739,527.7778,2160.8194,12.9804,0.2947
1.106,65.9542,49.1829,14.8523,2.2371,527.318,2158.8338,12.9322,0.0295
1.107,63.5819,49.3995,14.975,2.1175,528.2883,2157.7471,12.7903,0.3006
1.108,62.5757,49.4584,15.0745,2.0321,530.8988,2152.9827,12.6082,0.3246
1.109,59.9236,49.6446,15.0409,1.9441,530.0309,2149.6325,12.2734,0.0531
1.11,60.6285,49.7063,14.9858,1.8501,530.3133,2150.768,12.0324,0.2992
1.111,59.9723,49.6853,14.9486,1.7356,533.3676,2151.2596,11.6925,0.3423
1.112,57.9243,49.8691,14.8852,1.6642,534.0089,2149.9972,11.4563,-0.2488
1.113,57.1192,50.2252,14.8373,1.6681,535.2079,2157.5455,11.1413,-0.6922
1.114,53.2923,49.9775,14.7342,1.7543,535.3665,2158.0556,11.0469,-0.6197
1.115,48.6378,49.9859,14.6536,1.8496,535.4866,2161.4116,10.959,-0.7166
1.116,47.3152,49.489,14.6273,1.9231,538.5927,2173.5448,11.0381,-0.7658
1.117,47.2487,49.412,14.4398,2.0274,536.4643,2180.4245,11.2651,-0.3455
1.118,48.7364,49.0788,14.3828,2.1734,538.0628,2187.5495,11.3954,0.0843
1.119,53.905,49.0402,14.2696,2.2276,538.1348,2190.0695,11.7738,-0.0121
1.12,60.1587,48.7258,14.1859,2.2448,538.4996,2197.7749,11.9861,0.1047
1.121,66.049,48.7423,14.133,2.3019,539.4852,2209.7916,12.2686,0.3208
1.122,70.596,48.0257,14.065,2.2742,539.3137,2218.8894,12.5476,-0.0658
1.123,73.5509,47.5926,14.1222,2.2155,540.4967,2224.3261,12.7439,-0.0452
1.124,72.6046,47.565,13.9606,2.1015,540.7673,2226.908,12.8887,0.4593
1.125,69.9181,47.008,13.9886,2.03,539.3892,2239.7116,12.9722,0.532
1.126,66.818,46.6824,14.0124,1.8677,542.52,2239.3565,13.0089,0.4496
1.127,63.6877,46.1759,14.0037,1.8027,539.6306,2242.9886,12.8086,0.8523
1.128,61.1221,46.1175,14.0541,1.685,540.8323,2247.1802,12.6951,0.6341
1.129,60.9513,45.7463,14.1441,1.7053,539.6862,2245.8519,12.4635,-0.0739
1.13,59.5929,45.1123,14.1903,1.7094,539.3602,2247.254,12.0323,-0.248
1.131,59.8879,44.9685,14.2086,1.774,536.5262,2248.8945,11.6442,-0.2234
1.132,59.1313,44.3735,14.4897,1.8594,536.3451,2249.5567,11.3527,-0.6603
1.133,57.1574,44.5048,14.538,1.9971,537.2325,2242.9138,11.2764,-0.6136
1.134,52.9224,44.282,14.5998,2.0725,538.7311,2237.563,11.1141,-0.1284
1.135,50.6389,44.2395,14.6477,2.1654,536.9374,2234.2408,10.9204,-0.1947
1.136,47.2461,43.6063,14.6149,2.2747,535.4265,2227.0044,10.9732,-0.4367
1.137,47.0888,44.0938,14.7683,2.2942,534.4919,2222.9403,11.1039,-0.106
1.138,49.6123,43.8725,14.8827,2.3229,533.8828,2218.0052,11.4569,-0.3636
1.139,53.2613,44.3921,15.0724,2.2382,533.8573,2209.1673,11.662,-0.567
1.14,60.0839,43.9586,15.0857,2.1535,533.5636,2200.9651,12.0026,-0.2184
1.141,66.1088,43.8164,14.9556,2.1174,531.8913,2192.427,12.2511,0.2335
1.142,70.8704,44.8145,14.948,1.9409,530.5941,2187.9374,12.5323,0.2165
1.143,73.4584,44.4211,14.997,1.8339,528.4005,2177.5244,12.8395,0.5042
1.144,73.0914,44.8919,15.0259,1.7916,527.7426,2166.9711,12.9127,0.908
1.145,70.589,45.1943,15.024,1.7439,526.6145,2164.1745,12.9654,0.6897
1.146,67.0998,45.3099,14.8587,1.709,524.3459,2162.3013,12.9523,0.3028
1.147,62.4609,45.6946,14.8685,1.738,522.151,2153.2228,12.8317,0.3716
1.148,60.6235,46.4303,14.6468,1.822,522.1325,2150.2316,12.6004,0.0537
1.149,59.8947,46.6631,14.5471,1.8974,520.5684,2148.8228,12.32,-0.2076
1.15,60.325,46.578,14.4599,1.9829,520.1545,2154.8847,11.9493,0.0029
1.151,59.0979,47.3102,14.4267,2.0681,518.266,2148.194,11.6932,0.3528
1.152,59.3849,47.6789,14.2868,2.1981,516.9164,2152.0752,11.4996,0.0085
1.153,56.3955,47.8995,14.2467,2.2915,515.4219,2156.1316,11.2113,-0.2466
1.154,53.9818,48.2099,14.2453,2.3142,517.5482,2157.8446,11.0295,-0.1975
1.155,50.2003,48.8632,14.0288,2.3214,513.8587,2165.5302,11.0115,-0.6729
1.156,48.3259,48.7363,14.0338,2.2277,513.3002,2172.6447,11.1034,-0.8544
1.157,47.3738,49.0483,13.9513,2.1619,510.6947,2176.1836,11.2343,-0.5937
1.158,49.1971,49.2604,14.0353,2.0199,509.8216,2186.1195,11.4082,-0.2663
1.159,54.4222,50.0582,13.9942,1.9132,509.5406,2194.43,11.685,-0.1785
1.16,59.7142,49.9613,14.0371,1.8146,508.8209,2204.3519,11.9941,0.3024
1.161,65.7348,50.1054,14.0935,1.7311,507.4227,2211.0325,12.3138,0.6198
1.162,70.2137,50.1291,14.146,1.7515,507.6372,2214.2738,12.5985,0.3495
1.163,72.8229,49.8926,14.1615,1.666,507.0399,2222.1563,12.9166,0.2188
1.164,72.4913,50.1449,14.3082,1.741,503.3414,2229.1443,12.9247,0.3996
1.165,69.897,49.8994,14.4394,1.7919,505.2995,2236.4287,13.0023,0.183
1.166,66.5421,49.989,14.4752,1.9197,502.6766,2243.6863,12.9361,0.1323
1.167,63.4132,49.4648,14.5451,2.0793,502.0579,2244.2123,12.8339,0.6443
1.168,60.8729,48.9454,14.6543,2.1469,500.9512,2246.0901,12.6026,0.6726
1.169,59.7256,48.9263,14.6864,2.273,501.1631,2248.0186,12.3429,0.2689
1.17,59.5983,48.7138,14.7911,2.2587,500.7665,2252.6465,11.976,0.145
1.171,59.4,48.5943,14.8441,2.2742,501.6993,2248.6045,11.5985,-0.0114
1.172,57.9114,48.0404,14.9889,2.2695,500.47,2246.9483,11.5279,-0.5738
1.173,56.5867,48.1278,14.957,2.2265,501.1772,2244.5479,11.1266,-0.838
1.174,54.1306,47.2097,14.96,2.1041,500.5347,2240.237,11.112,-0.3605
1.175,49.6225,47.0113,14.999,1.9847,499.6556,2233.6128,10.9394,-0.4375
1.176,47.3064,46.4213,14.9363,1.8509,500.5019,2231.3352,11.0533,-0.4156
1.177,46.8469,46.6614,14.9511,1.8031,500.0857,2220.7045,11.2023,0.0154
1.178,49.3018,45.7803,14.8761,1.7705,499.4268,2213.9139,11.4299,0.0771
1.179,55.0029,45.5379,14.8396,1.6734,501.5068,2208.757,11.7613,-0.3314
1.18,60.2112,45.0969,14.7301,1.7252,501.0369,2199.4215,12.0156,-0.1552
1.181,66.814,45.0834,14.6776,1.7485,502.0898,2191.0488,12.2754,0.039
1.182,71.5889,44.3596,14.5723,1.8654,499.8282,2186.2547,12.6146,-0.0523
1.183,72.8356,44.2477,14.5299,1.9705,502.4398,2178.1645,12.8449,0.2292
1.184,71.9577,44.4338,14.4173,2.0632,504.3626,2172.5463,12.8839,0.8072
1.185,70.7208,44.0407,14.3045,2.1907,504.729,2165.5407,12.9338,0.7617
1.186,66.0528,44.5594,14.1766,2.2482,503.2375,2161.0899,13.0046,0.5845
1.187,63.7361,43.9393,14.278,2.2799,504.6866,2151.9354,12.7917,0.5691
1.188,61.1258,44.3084,14.0682,2.3074,507.8748,2155.06,12.5913,0.2642
1.189,60.6408,44.156,14.006,2.269,508.2117,2146.4021,12.3398,-0.3239
1.19,59.3182,44.2079,14.0206,2.1837,508.2978,2149.8167,12.0887,-0.2627
1.191,60.2583,44.4647,13.9914,2.1045,508.5451,2149.6746,11.6391,-0.0658
1.192,59.1886,44.3916,14.0212,1.9713,509.921,2152.0065,11.4199,-0.2945
1.193,56.4705,44.8761,13.9867,1.8821,510.6331,2154.1351,11.3205,-0.2447
1.194,53.3419,44.6745,13.952,1.7405,510.852,2164.3677,11.0299,-0.0269
1.195,50.3533,45.2062,14.0726,1.6884,511.9854,2159.9812,10.9679,-0.2168
1.196,47.4861,45.5897,14.196,1.7066,515.1492,2173.8105,10.9933,-0.6952
1.197,46.4555,45.7581,14.2702,1.7585,516.9195,2176.1747,11.2528,-0.5249
1.198,49.5574,46.3028,14.239,1.7816,517.0795,2187.5968,11.4096,-0.5231
1.199,53.6184,46.7742,14.4807,1.8843,519.6182,2191.0697,11.6872,-0.5427
1.2,59.462,46.7278,14.4734,1.9852,520.5812,2199.7644,11.9972,-0.0088
1.201,65.7944,47.2464,14.5833,2.0869,520.7561,2207.1214,12.3045,0.5179
1.202,70.0182,48.009,14.7414,2.2058,521.9111,2217.0247,12.639,0.51
1.203,72.1517,48.5315,14.7448,2.2833,524.9294,2224.4469,12.8056,0.5001
1.204,71.9012,48.5614,14.8114,2.2783,525.4966,2230.2786,12.8447,0.6566
1.205,69.967,48.7531,15.004,2.2668,525.774,2234.4615,12.9117,0.3485
1.206,66.0323,49.0411,14.9722,2.2293,526.0005,2241.4548,12.941,-0.0451
1.207,63.0243,49.295,14.9141,2.1294,528.0724,2243.5281,12.8794,0.3299
1.208,61.9464,49.2066,15.035,1.996,527.9406,2248.0941,12.5916,0.3079
1.209,60.3073,49.6692,15.0066,1.9307,529.3434,2249.9268,12.3085,0.1203
1.21,60.2162,49.8127,15.0079,1.8526,530.9259,2249.987,11.9494,0.3532
1.211,60.597,50.0134,14.9963,1.7414,532.6858,2250.629,11.7871,0.3116
1.212,58.6523,49.9035,14.8758,1.6625,533.2779,2247.9495,11.3107,-0.2295
1.213,57.3712,49.7431,14.9048,1.6861,533.3993,2245.883,11.1799,-0.6059
1.214,54.038,49.8603,14.7828,1.794,535.5713,2238.3149,11.0853,-0.5248
1.215,49.9446,49.8358,14.6175,1.8201,534.6716,2234.5856,10.994,-0.7161
1.216,47.4011,49.6757,14.5125,1.9416,536.7334,2226.6908,11.0207,-0.8349
1.217,47.4513,49.8261,14.4425,2.022,537.5193,2222.5123,11.1275,-0.2794
1.218,48.6866,49.3215,14.3973,2.1226,537.3484,2214.3254,11.468,0.0547
1.219,54.0478,49.1633,14.3309,2.2281,538.1728,2207.2169,11.7186,-0.0567
1.22,59.8062,48.9501,14.2094,2.2773,536.75,2203.188,12.0062,0.1294
1.221,65.6718,48.612,14.0773,2.3156,539.3325,2193.6368,12.331,0.2762
1.222,70.288,47.6533,14.1425,2.2514,539.578,2186.3162,12.5678,-0.0877
1.223,73.7744,47.7541,14.0006,2.1944,540.9253,2176.6516,12.7879,-0.0425
1.224,72.3593,47.1121,14.0652,2.1105,540.1935,2168.2971,12.9604,0.4489
1.225,69.7382,47.368,14.0008,2.0519,539.0672,2167.1278,12.9597,0.531
1.226,65.5577,46.6294,13.9782,1.8673,540.3949,2158.4958,13.0098,0.4526
1.227,63.9783,46.0099,14.0466,1.7869,540.2725,2154.2456,12.7965,0.868
1.228,60.8957,46.0333,14.103,1.7001,539.4541,2150.141,12.6025,0.6636
1.229,60.6977,45.6939,14.07,1.7379,538.5718,2151.7121,12.2761,0.0455
1.23,60.9572,45.3258,14.2346,1.7222,538.5817,2152.3116,12.0025,-0.0893
1.231,59.2463,44.8303,14.2032,1.7389,539.4812,2150.7774,11.724,-0.2356
1.232,58.7835,45.0488,14.3309,1.8579,537.0121,2152.1392,11.419,-0.7088
1.233,56.6003,44.4305,14.4906,1.9627,539.0097,2154.1044,11.1404,-0.6192
1.234,54.0919,44.2726,14.5511,2.0954,536.744,2156.515,11.0427,-0.1774
1.235,49.5312,44.0107,14.6278,2.2082,537.4546,2165.1707,10.9599,-0.182
1.236,47.5448,44.2736,14.7173,2.2701,535.3855,2170.2846,11.0715,-0.3592
1.237,46.1411,44.0632,14.8045,2.3,536.2693,2175.8429,11.1231,-0.1667
1.238,48.8948,44.1754,14.8936,2.2668,531.7414,2184.5467,11.3856,-0.2706
1.239,54.6683,44.2645,14.8869,2.2436,532.6239,2190.7499,11.6736,-0.617
1.24,60.174,44.0411,14.9493,2.1824,530.9287,2198.9747,12.0922,-0.2916
1.241,66.3422,44.7778,15.0279,2.0708,532.5545,2209.1525,12.2857,0.1766
1.242,70.966,44.3241,15.0155,1.97,530.5173,2219.3158,12.4993,0.2339
1.243,73.7299,44.6732,14.9729,1.8464,529.7103,2219.3102,12.7697,0.5743
1.244,72.5538,44.8983,14.916,1.7704,525.9099,2231.6534,12.9439,0.946
1.245,70.1243,45.3479,14.9335,1.7359,525.7742,2236.3996,13.0149,0.6216
1.246,65.8698,45.3372,14.8444,1.7214,524.6001,2239.6143,12.8895,0.1765
1.247,62.5446,45.7715,14.7048,1.7563,523.3176,2244.9713,12.8625,0.2985
1.248,61.6468,46.463,14.6873,1.777,522.1535,2247.068,12.5551,0.1377
1.249,60.5707,46.4248,14.5978,1.8797,522.4838,2247.4385,12.3223,-0.1542
1.25,60.2042,46.4515,14.4984,2.025,519.7736,2253.1099,12.0581,0.0841
